acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name
0.192,https://api.spotify.com/v1/audio-analysis/44n5cIl0xCpE2s0tg7u7m5,0.403,214840,0.865,44n5cIl0xCpE2s0tg7u7m5,1.54e-05,2,0.263,-3.554,1,0.0626,123.917,4,https://api.spotify.com/v1/tracks/44n5cIl0xCpE2s0tg7u7m5,audio_features,spotify:track:44n5cIl0xCpE2s0tg7u7m5,0.41,哲学の先生
0.0955,https://api.spotify.com/v1/audio-analysis/0VvuojB095Gd4euYZ7JCDB,0.508,248222,0.809,0VvuojB095Gd4euYZ7JCDB,0.0331,4,0.121,-5.108,1,0.0491,121.842,4,https://api.spotify.com/v1/tracks/0VvuojB095Gd4euYZ7JCDB,audio_features,spotify:track:0VvuojB095Gd4euYZ7JCDB,0.271,夕立ち
0.411,https://api.spotify.com/v1/audio-analysis/1WLc2I1FWDUOLAzrzlJdM9,0.22,188058,0.717,1WLc2I1FWDUOLAzrzlJdM9,0.000536,0,0.0679,-4.332,1,0.0411,160.18,4,https://api.spotify.com/v1/tracks/1WLc2I1FWDUOLAzrzlJdM9,audio_features,spotify:track:1WLc2I1FWDUOLAzrzlJdM9,0.243,冬はなんで
0.0445,https://api.spotify.com/v1/audio-analysis/71zGXVpGrhb9JKbOr4sh4Z,0.429,245772,0.787,71zGXVpGrhb9JKbOr4sh4Z,0.00252,10,0.108,-4.386,0,0.0406,120.628,4,https://api.spotify.com/v1/tracks/71zGXVpGrhb9JKbOr4sh4Z,audio_features,spotify:track:71zGXVpGrhb9JKbOr4sh4Z,0.296,ゆめをみようよ
0.0121,https://api.spotify.com/v1/audio-analysis/1Xk9ANKlMbivr4s1Gezaax,0.283,250000,0.461,1Xk9ANKlMbivr4s1Gezaax,1.07e-05,5,0.103,-5.344,1,0.0385,117.487,4,https://api.spotify.com/v1/tracks/1Xk9ANKlMbivr4s1Gezaax,audio_features,spotify:track:1Xk9ANKlMbivr4s1Gezaax,0.255,ずっと前
0.156,https://api.spotify.com/v1/audio-analysis/04ZRLVGeGBf8MNOTULTHSi,0.421,259449,0.585,04ZRLVGeGBf8MNOTULTHSi,0.000414,3,0.103,-6.976,1,0.0302,143.339,4,https://api.spotify.com/v1/tracks/04ZRLVGeGBf8MNOTULTHSi,audio_features,spotify:track:04ZRLVGeGBf8MNOTULTHSi,0.152,ONIAI
0.0,https://api.spotify.com/v1/audio-analysis/1zTv02vuRJrO38HobTb2Vi,0.0,100000,0.0,1zTv02vuRJrO38HobTb2Vi,0.0,0,0.0,-60.0,0,0.0,0.0,0,https://api.spotify.com/v1/tracks/1zTv02vuRJrO38HobTb2Vi,audio_features,spotify:track:1zTv02vuRJrO38HobTb2Vi,0.0,1'40
0.508,https://api.spotify.com/v1/audio-analysis/6oQUb1vav9FydmstcPAJoi,0.797,245490,0.333,6oQUb1vav9FydmstcPAJoi,0.0911,7,0.12,-9.003,1,0.0372,96.138,3,https://api.spotify.com/v1/tracks/6oQUb1vav9FydmstcPAJoi,audio_features,spotify:track:6oQUb1vav9FydmstcPAJoi,0.294,4'05
0.0148,https://api.spotify.com/v1/audio-analysis/48gf72uy0QxLJ44NE5dLg5,0.404,229888,0.834,48gf72uy0QxLJ44NE5dLg5,4.57e-06,4,0.406,-4.429,1,0.0361,179.873,4,https://api.spotify.com/v1/tracks/48gf72uy0QxLJ44NE5dLg5,audio_features,spotify:track:48gf72uy0QxLJ44NE5dLg5,0.471,僕らは完璧
0.233,https://api.spotify.com/v1/audio-analysis/218bgWLmffU6iyIpluy8zM,0.598,203264,0.759,218bgWLmffU6iyIpluy8zM,0.000169,2,0.0962,-5.215,1,0.0348,84.034,4,https://api.spotify.com/v1/tracks/218bgWLmffU6iyIpluy8zM,audio_features,spotify:track:218bgWLmffU6iyIpluy8zM,0.63,パラダイムシフト
